Unnamed: 0,macro_subject,domain_group,category_tag,open_status,paper_title,paper_id
19799,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Linear water-wave problem / trapped modes,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19800,Analysis,"Analysis, PDEs, and Dynamics",Hardy–Leray inequalities,solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19801,Analysis,"Analysis, PDEs, and Dynamics",meromorphic extensions of zeta-like functions,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19802,Analysis,"Analysis, PDEs, and Dynamics",Uniqueness sets in analytic function spaces,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19803,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Hybrid iterative methods for boundary value problems,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19804,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",asymptotic analysis of multi-structures,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19805,Geometry,Geometry and Topology,Partial convexifications of sets,unknown,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19806,Analysis,"Analysis, PDEs, and Dynamics",multilinear inequalities and optimization,unknown,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19807,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Calculus of variations / optimal search curves,unknown,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19808,Geometry,Geometry and Topology,Extremal space curves / shortest inspection curves,open,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19809,Geometry,Geometry and Topology,Inspection curves and sphere visibility,solved,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19810,Geometry,Geometry and Topology,Extremal point configurations,open,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19811,Applied Mathematics,Applied and Computational Mathematics,Optimization on the sphere / point energies,unknown,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19812,Applied Mathematics,Applied and Computational Mathematics,Permanent inequalities and optimization,unknown,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19813,Algebra,Algebra and Representation Theory,Permanents of doubly stochastic matrices,unknown,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19814,Analysis,"Analysis, PDEs, and Dynamics",BMV conjecture / matrix analysis,solved,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19815,Algebra,Algebra and Representation Theory,Positive semidefinite matrices and principal minors,open,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19816,Probability,"Probability, Statistics, and ML",Rademacher sums anti-concentration,solved,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19817,Probability,"Probability, Statistics, and ML",Rademacher quadratic forms,unknown,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19818,Algebra,Algebra and Representation Theory,Marcus-de Oliveira determinantal conjecture,open,A New Series of Conjectures and Open Questions in Optimization and Matrix Analysis,google__www.researchgate.net_publication_37160744_open_problems_and_conjectures
19819,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Critical semilinear elliptic equations,solved,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19820,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Ginzburg–Landau equations,partially_solved,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19821,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Ginzburg-Landau minimizers,partially_solved,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19822,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",p-Ginzburg–Landau asymptotics,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19823,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Ginzburg-Landau vortices,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19824,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Ginzburg-Landau entire solutions,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19825,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",harmonic maps into spheres,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19826,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Harmonic maps into spheres,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19827,Analysis,"Analysis, PDEs, and Dynamics",Harmonic maps and Dirichlet energy,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19828,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",relaxed energy harmonic maps,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19829,Analysis,"Analysis, PDEs, and Dynamics",Sobolev maps into manifolds and relaxed energies,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19830,Analysis,"Analysis, PDEs, and Dynamics",Fractional Sobolev spaces and topological degree,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19831,Analysis,"Analysis, PDEs, and Dynamics",Topological degree estimates for circle-valued maps,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19832,Analysis,"Analysis, PDEs, and Dynamics",Topological degree estimates via nonlocal functionals,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19833,Analysis,"Analysis, PDEs, and Dynamics",fractional Sobolev spaces and topological degree,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19834,Analysis,"Analysis, PDEs, and Dynamics",Degree theory of Sobolev maps to the circle,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19835,Analysis,"Analysis, PDEs, and Dynamics",degree theory and Sobolev spaces on the circle,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19836,Analysis,"Analysis, PDEs, and Dynamics",Fourier series and topological degree of VMO maps,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19837,Analysis,"Analysis, PDEs, and Dynamics",Degree theory and Fourier series of circle-valued maps,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19838,Analysis,"Analysis, PDEs, and Dynamics",Sobolev maps between manifolds,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19839,Analysis,"Analysis, PDEs, and Dynamics",VMO maps and fixed points,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19840,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",extremal solutions of semilinear elliptic equations,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19841,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",extremal solutions of semilinear elliptic equations,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19842,Analysis,"Analysis, PDEs, and Dynamics",Bourgain–Brezis sum-space inequalities,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19843,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",BV regularity of ROF/total-variation minimizers,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19844,Analysis,"Analysis, PDEs, and Dynamics",Sobolev space characterizations,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19845,Analysis,"Analysis, PDEs, and Dynamics",Nonlocal characterizations of Sobolev and BV norms,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19846,Analysis,"Analysis, PDEs, and Dynamics",Gamma-convergence of nonlocal Sobolev functionals,open,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19847,Geometry,Geometry and Topology,Relative isoperimetric inequalities,partially_solved,Some of My Favorite Open Problems,google__www.researchgate.net_publication_375714075_some_of_my_favorite_open_problems
19848,Algebra,Algebra and Representation Theory,IYB groups and braces,open,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19849,Algebra,Algebra and Representation Theory,class transpositions on integers,solved,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19850,Algebra,Algebra and Representation Theory,Pro-p groups,open,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19851,Algebra,Algebra and Representation Theory,Group presentations,open,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19852,Algebra,Algebra and Representation Theory,Ultraproducts of groups,open,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19853,Algebra,Algebra and Representation Theory,ultraproducts of groups,solved,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19854,Algebra,Algebra and Representation Theory,Abelian groups and duals,open,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19855,Algebra,Algebra and Representation Theory,endomorphisms of groups,solved,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19856,Algebra,Algebra and Representation Theory,Symmetric groups on infinite sets,solved,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
19857,Algebra,Algebra and Representation Theory,Bergman width of groups and monoids,open,Unsolved Problems in Group Theory. The Kourovka Notebook,google__www.researchgate.net_publication_397730293_shaikhet_unsolved_problems
